id,Potencia,Radiacion,Temperatura,Temperatura panel
2365,-2989.0,1003.0,40.0,47.0
2366,-2978.0,998.0,41.0,48.0
2367,-2968.0,994.0,41.0,48.0
2368,-2982.0,992.0,41.0,49.0
2369,-2979.0,992.0,42.0,48.0
2370,-2967.0,986.0,41.0,48.0
2371,-2976.0,984.0,41.0,48.0
2372,-2935.0,978.0,41.0,48.0
2373,-2906.0,967.0,41.0,49.0
2374,-2886.0,956.0,42.0,50.0
2375,-2855.0,945.0,42.0,49.0
2376,-2817.0,927.0,41.0,48.0
2377,-2782.0,912.0,40.0,47.0
2378,-2692.0,887.0,39.0,47.0
2379,-2610.0,853.0,39.0,47.0
2380,-2412.0,804.0,38.0,45.0
2381,-2086.0,722.0,37.0,43.0
2382,-1722.0,620.0,36.0,41.0
2383,-1306.0,505.0,35.0,38.0
2384,-891.0,386.0,34.0,36.0
2385,-538.0,272.0,32.0,34.0
2386,-146.0,136.0,31.0,32.0
2387,-50.0,50.0,30.0,29.0
2388,-10.0,11.0,28.0,28.0
2389,9.0,-1.0,28.0,27.0
2390,7.0,-4.0,27.0,27.0
2391,7.0,-5.0,27.0,26.0
2392,8.0,-4.0,26.0,26.0
2393,8.0,-5.0,26.0,25.0
2394,8.0,-5.0,25.0,24.0
2395,8.0,-4.0,25.0,24.0
2396,8.0,-4.0,25.0,24.0
2397,8.0,-4.0,24.0,24.0
2398,8.0,-4.0,24.0,23.0
2399,8.0,-4.0,23.0,23.0
2400,8.0,-4.0,23.0,23.0
2401,8.0,-4.0,23.0,23.0
2402,8.0,-4.0,22.0,22.0
2403,8.0,-4.0,22.0,21.0
2404,8.0,-4.0,21.0,21.0
2405,8.0,-4.0,21.0,21.0
2406,8.0,-3.0,21.0,21.0
2407,8.0,-4.0,21.0,20.0
2408,8.0,-4.0,20.0,20.0
2409,8.0,-4.0,20.0,20.0
2410,8.0,-4.0,20.0,20.0
2411,8.0,-4.0,20.0,19.0
2412,8.0,-4.0,19.0,19.0
2413,8.0,-4.0,19.0,19.0
2414,8.0,-3.0,19.0,19.0
2415,8.0,-3.0,19.0,18.0
2416,8.0,-3.0,18.0,18.0
2417,8.0,-3.0,18.0,18.0
2418,8.0,-3.0,18.0,18.0
2419,8.0,-4.0,17.0,17.0
2420,8.0,-3.0,17.0,17.0
2421,8.0,-4.0,17.0,17.0
2422,8.0,-4.0,17.0,16.0
2423,8.0,-3.0,17.0,16.0
2424,8.0,-3.0,17.0,16.0
2425,8.0,-3.0,17.0,16.0
2426,8.0,-3.0,17.0,16.0
2427,8.0,-3.0,16.0,16.0
2428,-2.0,-1.0,16.0,16.0
2429,-30.0,7.0,16.0,16.0
2430,-84.0,26.0,16.0,16.0
2431,-401.0,89.0,18.0,17.0
2432,-181.0,82.0,18.0,18.0
2433,-358.0,91.0,18.0,18.0
2434,-602.0,167.0,19.0,19.0
2435,-556.0,229.0,20.0,21.0
2436,-2160.0,386.0,22.0,23.0
2437,-2710.0,599.0,25.0,26.0
2438,-2770.0,882.0,27.0,32.0
2439,-2860.0,911.0,29.0,34.0
2440,-2933.0,938.0,30.0,35.0
2441,-2983.0,960.0,30.0,36.0
2442,-3010.0,977.0,31.0,37.0
2443,-3014.0,991.0,32.0,38.0
2444,-3018.0,998.0,33.0,39.0
2445,-3024.0,1006.0,33.0,39.0
2446,-3023.0,1011.0,33.0,38.0
2447,-3027.0,1014.0,33.0,38.0
2448,-3025.0,1016.0,34.0,39.0
2449,-3020.0,1018.0,35.0,39.0
2450,-3018.0,1012.0,36.0,40.0
2451,-3017.0,1014.0,36.0,40.0
2452,-3007.0,1008.0,36.0,41.0
2453,-3007.0,1006.0,36.0,42.0
2454,-3001.0,1011.0,37.0,42.0
2455,-2982.0,1007.0,37.0,42.0
2456,-3034.0,1026.0,37.0,42.0
2457,-2678.0,1055.0,39.0,44.0
2458,-3048.0,965.0,39.0,45.0
2459,-3073.0,1111.0,41.0,47.0
2460,-2314.0,965.0,40.0,48.0
2461,-3109.0,1012.0,41.0,47.0
2462,-2502.0,967.0,40.0,48.0
2463,-3094.0,793.0,39.0,46.0
2464,-3031.0,1085.0,41.0,47.0
2465,-3045.0,974.0,42.0,50.0
2466,-3048.0,762.0,39.0,50.0
2467,-1707.0,856.0,39.0,47.0
2468,-3120.0,529.0,37.0,42.0
2469,-3120.0,928.0,40.0,45.0
2470,-1018.0,489.0,37.0,44.0
2471,-1165.0,768.0,38.0,42.0
2472,-1044.0,323.0,36.0,41.0
2473,-828.0,395.0,35.0,38.0
2474,-2940.0,360.0,35.0,36.0
2475,-2668.0,898.0,37.0,41.0
2476,-2545.0,840.0,38.0,45.0
2477,-2194.0,743.0,37.0,43.0
2478,-1783.0,646.0,36.0,42.0
2479,-1389.0,532.0,35.0,38.0
2480,-982.0,336.0,33.0,36.0
2481,-640.0,243.0,32.0,33.0
2482,-186.0,159.0,30.0,31.0
2483,-64.0,56.0,29.0,29.0
2484,-9.0,16.0,27.0,27.0
2485,9.0,-2.0,26.0,26.0
2486,8.0,-5.0,26.0,25.0
2487,7.0,-5.0,25.0,24.0
2488,8.0,-5.0,24.0,24.0
2489,8.0,-4.0,24.0,24.0
2490,8.0,-4.0,24.0,23.0
2491,8.0,-3.0,24.0,23.0
2492,8.0,-4.0,24.0,23.0
2493,8.0,-4.0,24.0,23.0
2494,8.0,-4.0,23.0,23.0
2495,8.0,-5.0,23.0,22.0
2496,8.0,-4.0,22.0,22.0
2497,8.0,-4.0,22.0,22.0
2498,8.0,-4.0,22.0,21.0
2499,8.0,-4.0,22.0,21.0
2500,8.0,-5.0,21.0,21.0
2501,8.0,-5.0,21.0,20.0
2502,8.0,-4.0,20.0,20.0
2503,8.0,-5.0,20.0,19.0
2504,8.0,-5.0,19.0,19.0
2505,8.0,-5.0,18.0,18.0
2506,8.0,-4.0,18.0,18.0
2507,8.0,-4.0,18.0,17.0
2508,8.0,-5.0,17.0,17.0
2509,8.0,-4.0,17.0,16.0
2510,8.0,-5.0,16.0,16.0
2511,8.0,-5.0,16.0,16.0
2512,8.0,-5.0,16.0,15.0
2513,8.0,-4.0,16.0,15.0
2514,8.0,-4.0,15.0,15.0
2515,8.0,-4.0,15.0,15.0
2516,8.0,-4.0,15.0,15.0
2517,8.0,-4.0,15.0,14.0
2518,8.0,-4.0,15.0,14.0
2519,8.0,-4.0,15.0,14.0
2520,8.0,-4.0,15.0,14.0
2521,8.0,-4.0,14.0,14.0
2522,8.0,-4.0,14.0,14.0
2523,8.0,-4.0,14.0,13.0
2524,-1.0,-1.0,14.0,13.0
2525,-33.0,6.0,14.0,13.0
2526,-98.0,35.0,15.0,14.0
2527,-252.0,80.0,16.0,15.0
2528,-768.0,202.0,17.0,16.0
2529,-1170.0,317.0,19.0,18.0
2530,-1601.0,437.0,21.0,21.0
2531,-2033.0,565.0,22.0,23.0
2532,-2441.0,698.0,24.0,25.0
2533,-2672.0,826.0,26.0,29.0
2534,-2784.0,880.0,28.0,33.0
2535,-2882.0,917.0,29.0,35.0
2536,-2929.0,944.0,29.0,35.0
2537,-2985.0,966.0,30.0,36.0
2538,-3017.0,983.0,31.0,37.0
2539,-3021.0,998.0,32.0,37.0
2540,-3022.0,1007.0,33.0,37.0
2541,-3023.0,1014.0,34.0,39.0
2542,-2948.0,1000.0,35.0,41.0
2543,-3028.0,997.0,35.0,41.0
2544,-3001.0,1008.0,36.0,42.0
2545,-3021.0,1019.0,34.0,41.0
2546,-3019.0,1023.0,36.0,41.0
2547,-3016.0,1019.0,36.0,42.0
2548,-3005.0,1014.0,37.0,41.0
2549,-3004.0,1006.0,38.0,43.0
2550,-2998.0,1011.0,38.0,43.0
2551,-3001.0,1013.0,38.0,43.0
2552,-2995.0,1009.0,38.0,44.0
2553,-3000.0,1010.0,38.0,44.0
2554,-2988.0,1003.0,39.0,45.0
2555,-2990.0,1002.0,40.0,46.0
2556,-2979.0,994.0,41.0,47.0
2557,-2971.0,996.0,42.0,48.0
2558,-2987.0,991.0,41.0,49.0
2559,-2979.0,999.0,42.0,49.0
2560,-2988.0,996.0,42.0,49.0
2561,-2986.0,990.0,42.0,50.0
2562,-2969.0,986.0,43.0,51.0
2563,-2969.0,981.0,43.0,50.0
2564,-2960.0,975.0,42.0,49.0
2565,-2988.0,939.0,42.0,50.0
2566,-2940.0,977.0,42.0,51.0
2567,-2886.0,898.0,42.0,51.0
2568,-2849.0,882.0,41.0,50.0
2569,-2793.0,921.0,41.0,51.0
2570,-2710.0,895.0,41.0,49.0
2571,-2368.0,807.0,40.0,48.0
2572,-2217.0,727.0,39.0,46.0
2573,-1904.0,656.0,38.0,43.0
2574,-1648.0,546.0,36.0,40.0
2575,-1180.0,452.0,36.0,39.0
2576,-720.0,323.0,34.0,36.0
2577,-404.0,205.0,33.0,34.0
2578,-140.0,101.0,32.0,32.0
2579,-57.0,40.0,30.0,30.0
2580,-7.0,11.0,29.0,28.0
2581,7.0,-3.0,28.0,27.0
2582,7.0,-5.0,27.0,26.0
2583,7.0,-6.0,26.0,25.0
2584,7.0,-5.0,25.0,25.0
2585,8.0,-5.0,24.0,24.0
2586,8.0,-5.0,24.0,23.0
2587,8.0,-6.0,23.0,22.0
2588,8.0,-5.0,23.0,21.0
2589,8.0,-5.0,22.0,21.0
2590,8.0,-4.0,22.0,22.0
2591,8.0,-4.0,22.0,22.0
2592,8.0,-4.0,22.0,21.0
2593,8.0,-2.0,23.0,23.0
2594,8.0,-4.0,23.0,23.0
2595,8.0,-4.0,23.0,23.0
2596,8.0,-4.0,22.0,22.0
2597,8.0,-4.0,22.0,22.0
2598,8.0,-4.0,22.0,21.0
2599,8.0,-4.0,21.0,21.0
2600,8.0,-4.0,21.0,21.0
2601,8.0,-4.0,20.0,20.0
2602,8.0,-3.0,20.0,20.0
2603,8.0,-4.0,20.0,19.0
2604,8.0,-3.0,19.0,19.0
2605,8.0,-3.0,19.0,19.0
2606,8.0,-4.0,19.0,18.0
2607,8.0,-3.0,18.0,18.0
2608,8.0,-3.0,18.0,18.0
2609,8.0,-4.0,18.0,17.0
2610,8.0,-4.0,18.0,17.0
2611,8.0,-3.0,18.0,17.0
2612,8.0,-4.0,17.0,17.0
2613,8.0,-3.0,17.0,17.0
2614,8.0,-3.0,17.0,16.0
2615,8.0,-4.0,16.0,16.0
2616,8.0,-3.0,16.0,16.0
2617,8.0,-3.0,16.0,16.0
2618,8.0,-3.0,16.0,16.0
2619,8.0,-3.0,16.0,16.0
2620,4.0,-1.0,16.0,16.0
2621,-24.0,4.0,16.0,16.0
2622,-88.0,26.0,16.0,16.0
2623,-182.0,70.0,17.0,17.0
2624,-732.0,185.0,19.0,18.0
2625,-703.0,193.0,19.0,19.0
2626,-814.0,158.0,19.0,19.0
2627,-1212.0,446.0,23.0,22.0
2628,-2669.0,570.0,25.0,27.0
2629,-1447.0,478.0,25.0,29.0
2630,-2803.0,765.0,27.0,30.0
2631,-2947.0,929.0,29.0,34.0
2632,-2942.0,938.0,30.0,36.0
2633,-2998.0,947.0,30.0,35.0
2634,-3000.0,967.0,31.0,37.0
2635,-3000.0,967.0,32.0,37.0
2636,-3014.0,989.0,32.0,38.0
2637,-2950.0,979.0,32.0,38.0
2638,-3039.0,960.0,33.0,38.0
2639,-3030.0,1024.0,34.0,39.0
2640,-3020.0,1014.0,34.0,39.0
2641,-3018.0,1014.0,34.0,39.0
2642,-3022.0,1015.0,34.0,39.0
2643,-3011.0,1013.0,36.0,41.0
2644,-3023.0,1031.0,35.0,42.0
2645,-3008.0,955.0,34.0,41.0
2646,-989.0,836.0,35.0,40.0
2647,-1836.0,640.0,34.0,36.0
2648,-1900.0,649.0,35.0,38.0
2649,-1964.0,672.0,35.0,38.0
2650,-2390.0,1033.0,39.0,42.0
2651,-1563.0,592.0,37.0,43.0
2652,-1327.0,430.0,35.0,39.0
2653,-1046.0,379.0,34.0,36.0
2654,-828.0,240.0,32.0,34.0
2655,-1305.0,344.0,32.0,33.0
2656,-1277.0,357.0,31.0,32.0
2657,-1524.0,432.0,32.0,33.0
2658,-1395.0,626.0,35.0,36.0
2659,-1416.0,621.0,35.0,37.0
2660,-1611.0,365.0,34.0,37.0
2661,-1509.0,563.0,36.0,39.0
2662,-3074.0,759.0,37.0,40.0
2663,-2761.0,892.0,37.0,47.0
2664,-1123.0,962.0,36.0,48.0
2665,-2828.0,809.0,34.0,42.0
2666,-2844.0,682.0,33.0,42.0
2667,-2568.0,725.0,34.0,40.0
2668,-2402.0,779.0,35.0,43.0
2669,-2046.0,705.0,34.0,43.0
2670,-1606.0,587.0,32.0,40.0
2671,-1148.0,292.0,30.0,35.0
2672,-259.0,178.0,28.0,31.0
2673,-531.0,168.0,28.0,28.0
2674,-192.0,124.0,27.0,27.0
2675,-76.0,52.0,25.0,26.0
2676,-10.0,16.0,24.0,24.0
2677,7.0,-1.0,23.0,23.0
2678,7.0,-4.0,23.0,22.0
2679,7.0,-4.0,22.0,22.0
2680,8.0,-4.0,22.0,21.0
2681,8.0,-4.0,21.0,21.0
2682,8.0,-4.0,21.0,21.0
2683,8.0,-4.0,21.0,20.0
2684,8.0,-4.0,20.0,20.0
2685,8.0,-4.0,20.0,20.0
2686,8.0,-4.0,20.0,19.0
2687,8.0,-4.0,19.0,19.0
2688,8.0,-4.0,18.0,18.0
2689,8.0,-4.0,18.0,17.0
2690,8.0,-4.0,17.0,17.0
2691,8.0,-4.0,17.0,17.0
2692,8.0,-4.0,16.0,16.0
2693,8.0,-4.0,16.0,16.0
2694,8.0,-4.0,15.0,15.0
2695,8.0,-4.0,15.0,15.0
2696,8.0,-4.0,14.0,14.0
2697,8.0,-4.0,14.0,14.0
2698,8.0,-4.0,14.0,14.0
2699,8.0,-4.0,14.0,13.0
2700,8.0,-4.0,13.0,13.0
2701,8.0,-4.0,13.0,13.0
2702,8.0,-4.0,13.0,12.0
2703,8.0,-4.0,12.0,12.0
2704,8.0,-3.0,12.0,12.0
2705,8.0,-3.0,12.0,12.0
2706,8.0,-3.0,12.0,12.0
2707,8.0,-3.0,12.0,12.0
2708,8.0,-4.0,11.0,11.0
2709,8.0,-3.0,11.0,11.0
2710,8.0,-4.0,11.0,11.0
2711,8.0,-3.0,11.0,11.0
2712,8.0,-3.0,11.0,11.0
2713,8.0,-3.0,11.0,11.0
2714,8.0,-3.0,11.0,10.0
2715,8.0,-3.0,10.0,10.0
2716,1.0,-1.0,10.0,10.0
2717,-31.0,5.0,10.0,10.0
2718,-83.0,25.0,11.0,10.0
2719,-191.0,62.0,11.0,11.0
2720,-620.0,151.0,13.0,12.0
2721,-1020.0,265.0,14.0,14.0
2722,-1449.0,383.0,16.0,15.0
2723,-1883.0,512.0,17.0,17.0
2724,-2330.0,651.0,19.0,20.0
2725,-2646.0,791.0,21.0,24.0
2726,-2777.0,860.0,22.0,26.0
2727,-2895.0,900.0,23.0,29.0
2728,-2989.0,939.0,23.0,29.0
2729,-3022.0,967.0,24.0,30.0
2730,-3032.0,989.0,25.0,31.0
2731,-3040.0,1006.0,26.0,33.0
2732,-3049.0,1018.0,26.0,33.0
2733,-3052.0,1027.0,26.0,33.0
2734,-3053.0,1036.0,28.0,34.0
2735,-3050.0,1039.0,29.0,36.0
2736,-3049.0,1042.0,29.0,36.0
2737,-3048.0,1040.0,30.0,37.0
2738,-3046.0,1039.0,30.0,37.0
2739,-3037.0,1035.0,31.0,38.0
2740,-3045.0,1036.0,30.0,37.0
2741,-3038.0,1042.0,29.0,37.0
2742,-3034.0,1034.0,31.0,39.0
2743,-3038.0,1037.0,29.0,38.0
2744,-3038.0,1008.0,29.0,38.0
2745,-3022.0,1034.0,32.0,39.0
2746,-3021.0,1029.0,33.0,41.0
2747,-3017.0,1028.0,33.0,42.0
2748,-3004.0,1020.0,36.0,45.0
2749,-3010.0,1020.0,33.0,44.0
2750,-3006.0,1022.0,35.0,44.0
2751,-3012.0,1020.0,36.0,45.0
2752,-3015.0,1013.0,37.0,46.0
2753,-3025.0,1030.0,37.0,45.0
2754,-2665.0,1003.0,34.0,45.0
2755,-2493.0,833.0,35.0,44.0
2756,-2614.0,904.0,36.0,46.0
2757,-2992.0,904.0,36.0,48.0
2758,-1957.0,885.0,37.0,47.0
2759,-2924.0,875.0,37.0,46.0
2760,-2911.0,959.0,35.0,45.0
2761,-2848.0,937.0,36.0,46.0
2762,-2744.0,874.0,37.0,47.0
2763,-2628.0,858.0,36.0,47.0
2764,-2448.0,821.0,35.0,45.0
2765,-2170.0,730.0,34.0,43.0
2766,-1630.0,543.0,32.0,40.0
2767,-1273.0,489.0,31.0,36.0
2768,-855.0,363.0,30.0,33.0
2769,-481.0,247.0,29.0,31.0
2770,-139.0,106.0,27.0,28.0
2771,-60.0,41.0,25.0,25.0
2772,-6.0,12.0,23.0,23.0
2773,7.0,-4.0,22.0,22.0
2774,7.0,-6.0,21.0,20.0
2775,7.0,-6.0,20.0,19.0
2776,7.0,-6.0,19.0,18.0
2777,8.0,-5.0,19.0,18.0
2778,8.0,-5.0,18.0,18.0
2779,8.0,-6.0,18.0,17.0
2780,8.0,-5.0,18.0,17.0
2781,8.0,-6.0,17.0,16.0
2782,8.0,-6.0,16.0,15.0
2783,8.0,-6.0,15.0,14.0
2784,8.0,-5.0,15.0,13.0
2785,8.0,-5.0,14.0,13.0
2786,8.0,-4.0,15.0,13.0
2787,8.0,-5.0,15.0,14.0
2788,8.0,-5.0,15.0,14.0
2789,8.0,-5.0,15.0,14.0
2790,8.0,-5.0,14.0,14.0
2791,8.0,-5.0,14.0,13.0
2792,8.0,-5.0,13.0,13.0
2793,8.0,-5.0,13.0,12.0
2794,8.0,-5.0,13.0,12.0
2795,8.0,-4.0,13.0,12.0
2796,8.0,-5.0,12.0,12.0
2797,8.0,-5.0,12.0,11.0
2798,8.0,-5.0,12.0,11.0
2799,8.0,-5.0,11.0,11.0
2800,8.0,-5.0,11.0,10.0
2801,8.0,-5.0,11.0,10.0
2802,8.0,-5.0,10.0,9.0
2803,8.0,-4.0,10.0,9.0
2804,8.0,-5.0,9.0,9.0
2805,8.0,-5.0,9.0,8.0
2806,8.0,-4.0,9.0,8.0
2807,8.0,-5.0,9.0,8.0
2808,8.0,-5.0,8.0,8.0
2809,8.0,-5.0,8.0,7.0
2810,8.0,-4.0,7.0,6.0
2811,8.0,-3.0,7.0,6.0
2812,2.0,-1.0,7.0,6.0
2813,-24.0,4.0,8.0,7.0
2814,-71.0,20.0,8.0,7.0
2815,-173.0,54.0,10.0,8.0
2816,-677.0,165.0,12.0,10.0
2817,-1127.0,291.0,14.0,13.0
2818,-1576.0,415.0,16.0,16.0
2819,-2028.0,546.0,18.0,18.0
2820,-2436.0,680.0,20.0,21.0
2821,-2762.0,821.0,21.0,25.0
2822,-2884.0,896.0,22.0,28.0
2823,-2976.0,935.0,23.0,29.0
2824,-3022.0,968.0,23.0,31.0
2825,-3033.0,993.0,24.0,31.0
2826,-3042.0,1013.0,24.0,31.0
2827,-3042.0,1023.0,26.0,34.0
2828,-3045.0,1034.0,26.0,36.0
2829,-3049.0,1043.0,27.0,37.0
2830,-3048.0,1051.0,28.0,37.0
2831,-3049.0,1050.0,30.0,38.0
2832,-3048.0,1052.0,32.0,39.0
2833,-3046.0,1057.0,32.0,40.0
2834,-3041.0,1056.0,32.0,40.0
2835,-3038.0,1057.0,32.0,41.0
2836,-3030.0,1052.0,34.0,42.0
2837,-3026.0,1047.0,34.0,44.0
2838,-3029.0,1050.0,34.0,45.0
2839,-3024.0,1050.0,36.0,43.0
2840,-3026.0,1042.0,37.0,44.0
2841,-3027.0,1046.0,36.0,44.0
2842,-3017.0,1039.0,38.0,46.0
2843,-3020.0,1042.0,38.0,46.0
2844,-3013.0,1040.0,38.0,47.0
2845,-3010.0,1039.0,39.0,49.0
2846,-3006.0,1036.0,40.0,50.0
2847,-3006.0,1032.0,40.0,49.0
2848,-3002.0,1026.0,41.0,50.0
2849,-2999.0,1020.0,41.0,51.0
2850,-2987.0,1019.0,41.0,51.0
2851,-2989.0,1012.0,41.0,52.0
2852,-2994.0,1008.0,41.0,51.0
2853,-2986.0,1004.0,40.0,51.0
2854,-2964.0,989.0,41.0,51.0
2855,-2925.0,978.0,42.0,51.0
2856,-2882.0,964.0,39.0,51.0
2857,-2791.0,942.0,40.0,50.0
2858,-2749.0,913.0,40.0,50.0
2859,-2633.0,881.0,38.0,48.0
2860,-2513.0,840.0,39.0,47.0
2861,-2150.0,756.0,38.0,46.0
2862,-1744.0,630.0,35.0,43.0
2863,-1293.0,503.0,34.0,39.0
2864,-862.0,375.0,33.0,36.0
2865,-487.0,252.0,32.0,34.0
2866,-129.0,103.0,29.0,30.0
2867,-53.0,38.0,27.0,27.0
2868,-6.0,11.0,26.0,26.0
2869,7.0,-4.0,25.0,24.0
2870,7.0,-6.0,24.0,23.0
2871,8.0,-7.0,23.0,22.0
2872,8.0,-5.0,22.0,21.0
2873,8.0,-4.0,22.0,21.0
2874,8.0,-4.0,22.0,21.0
2875,8.0,-5.0,22.0,21.0
2876,8.0,-5.0,21.0,20.0
2877,8.0,-7.0,19.0,18.0
2878,8.0,-7.0,18.0,16.0
2879,8.0,-5.0,16.0,15.0
2880,8.0,-1.0,18.0,16.0
2881,8.0,-2.0,20.0,19.0
2882,8.0,-5.0,20.0,19.0
2883,8.0,-5.0,19.0,19.0
2884,8.0,-6.0,18.0,18.0
2885,8.0,-6.0,17.0,16.0
2886,8.0,-6.0,16.0,15.0
2887,8.0,-5.0,16.0,15.0
2888,8.0,-5.0,15.0,15.0
2889,8.0,-5.0,15.0,14.0
2890,8.0,-5.0,15.0,14.0
2891,8.0,-4.0,15.0,14.0
2892,8.0,-4.0,15.0,14.0
2893,8.0,-4.0,15.0,14.0
2894,8.0,-4.0,15.0,14.0
2895,8.0,-4.0,14.0,14.0
2896,8.0,-5.0,14.0,14.0
2897,8.0,-5.0,14.0,13.0
2898,8.0,-4.0,13.0,12.0
2899,8.0,-4.0,13.0,12.0
2900,8.0,-4.0,13.0,12.0
2901,8.0,-4.0,13.0,13.0
2902,8.0,-4.0,13.0,13.0
2903,8.0,-4.0,13.0,12.0
2904,8.0,-4.0,13.0,12.0
2905,8.0,-4.0,12.0,12.0
2906,8.0,-4.0,12.0,12.0
2907,8.0,-4.0,12.0,12.0
2908,2.0,-2.0,12.0,11.0
2909,-22.0,3.0,12.0,11.0
2910,-78.0,24.0,12.0,12.0
2911,-168.0,59.0,13.0,12.0
2912,-632.0,152.0,15.0,14.0
2913,-1045.0,274.0,17.0,16.0
2914,-1476.0,395.0,18.0,19.0
2915,-1923.0,525.0,20.0,20.0
2916,-2331.0,660.0,21.0,23.0
2917,-2666.0,798.0,22.0,25.0
2918,-2779.0,875.0,23.0,29.0
2919,-2871.0,916.0,25.0,30.0
2920,-2967.0,944.0,26.0,32.0
2921,-3009.0,968.0,27.0,33.0
2922,-3022.0,989.0,28.0,35.0
2923,-3028.0,1007.0,29.0,35.0
2924,-3031.0,1016.0,31.0,37.0
2925,-3030.0,1025.0,33.0,39.0
2926,-3031.0,1031.0,33.0,41.0
2927,-3030.0,1034.0,34.0,41.0
2928,-3029.0,1036.0,34.0,41.0
2929,-3029.0,1035.0,35.0,42.0
2930,-3027.0,1036.0,35.0,41.0
2931,-3021.0,1034.0,36.0,42.0
2932,-3021.0,1030.0,35.0,42.0
2933,-3019.0,1034.0,36.0,41.0
2934,-3019.0,1033.0,36.0,42.0
2935,-3013.0,1032.0,36.0,42.0
2936,-3017.0,1029.0,36.0,42.0
2937,-3013.0,1030.0,38.0,42.0
2938,-3002.0,1021.0,39.0,44.0
2939,-2999.0,1016.0,39.0,46.0
2940,-3003.0,1017.0,40.0,47.0
2941,-2992.0,1014.0,41.0,48.0
2942,-2976.0,1010.0,41.0,50.0
2943,-2991.0,1010.0,41.0,51.0
2944,-2986.0,1009.0,42.0,50.0
2945,-2991.0,1009.0,42.0,52.0
2946,-2980.0,1009.0,42.0,51.0
2947,-2973.0,1000.0,43.0,52.0
2948,-2940.0,993.0,43.0,52.0
2949,-2909.0,980.0,43.0,52.0
2950,-2876.0,963.0,43.0,50.0
2951,-2850.0,952.0,41.0,50.0
2952,-2822.0,940.0,42.0,50.0
2953,-2767.0,920.0,40.0,50.0
2954,-2679.0,896.0,41.0,50.0
2955,-2584.0,863.0,41.0,49.0
2956,-2443.0,822.0,39.0,48.0
2957,-2072.0,730.0,37.0,46.0
2958,-1668.0,608.0,36.0,43.0
2959,-1238.0,484.0,34.0,40.0
2960,-812.0,358.0,33.0,36.0
2961,-455.0,237.0,32.0,34.0
2962,-130.0,98.0,30.0,31.0
2963,-49.0,39.0,29.0,28.0
2964,-4.0,9.0,27.0,27.0
2965,7.0,-5.0,25.0,24.0
2966,7.0,-6.0,24.0,22.0
2967,7.0,-6.0,23.0,21.0
2968,7.0,-5.0,23.0,21.0
2969,8.0,-6.0,23.0,21.0
2970,7.0,-7.0,22.0,20.0
2971,8.0,-6.0,20.0,19.0
2972,8.0,-6.0,19.0,18.0
2973,8.0,-5.0,19.0,17.0
2974,8.0,-5.0,19.0,17.0
2975,8.0,-4.0,19.0,18.0
2976,8.0,-4.0,19.0,17.0
2977,8.0,-4.0,18.0,17.0
2978,8.0,-5.0,19.0,17.0
2979,8.0,-4.0,18.0,16.0
2980,8.0,-4.0,17.0,16.0
2981,8.0,-3.0,17.0,16.0
2982,8.0,-3.0,17.0,17.0
2983,8.0,-4.0,17.0,17.0
2984,8.0,-3.0,18.0,17.0
2985,8.0,-4.0,18.0,18.0
2986,8.0,-4.0,18.0,17.0
2987,8.0,-4.0,18.0,17.0
2988,8.0,-4.0,17.0,17.0
2989,8.0,-4.0,17.0,17.0
2990,8.0,-4.0,17.0,17.0
2991,8.0,-4.0,17.0,16.0
2992,8.0,-4.0,16.0,16.0
2993,8.0,-4.0,16.0,15.0
2994,8.0,-4.0,16.0,15.0
2995,8.0,-4.0,15.0,15.0
2996,8.0,-4.0,15.0,14.0
2997,8.0,-4.0,15.0,15.0
2998,8.0,-4.0,15.0,15.0
2999,8.0,-4.0,15.0,14.0
3000,8.0,-4.0,15.0,14.0
3001,8.0,-4.0,15.0,14.0
3002,8.0,-4.0,14.0,14.0
3003,8.0,-4.0,15.0,14.0
3004,4.0,-2.0,15.0,14.0
3005,-18.0,2.0,15.0,14.0
3006,-74.0,21.0,15.0,14.0
3007,-157.0,55.0,16.0,15.0
3008,-570.0,135.0,17.0,16.0
3009,-976.0,255.0,19.0,18.0
3010,-1395.0,373.0,22.0,21.0
3011,-1833.0,499.0,23.0,24.0
3012,-2235.0,632.0,25.0,26.0
3013,-2571.0,772.0,26.0,29.0
3014,-2696.0,854.0,28.0,32.0
3015,-2787.0,893.0,29.0,35.0
3016,-2867.0,925.0,30.0,36.0
3017,-2904.0,946.0,32.0,40.0
3018,-2943.0,964.0,32.0,41.0
3019,-2930.0,975.0,33.0,43.0
3020,-2958.0,982.0,34.0,43.0
3021,-2986.0,989.0,33.0,43.0
3022,-2955.0,997.0,35.0,45.0
3023,-2967.0,1001.0,35.0,46.0
3024,-2959.0,1012.0,34.0,44.0
3025,-2952.0,1008.0,34.0,46.0
3026,-2923.0,1014.0,35.0,46.0
3027,-2974.0,1004.0,37.0,47.0
3028,-2965.0,1002.0,36.0,46.0
3029,-2966.0,1004.0,34.0,44.0
3030,-2914.0,998.0,37.0,46.0
3031,-2919.0,994.0,39.0,47.0
3032,-2871.0,991.0,39.0,49.0
3033,-2894.0,993.0,37.0,49.0
3034,-2931.0,1008.0,35.0,46.0
3035,-2892.0,1009.0,36.0,46.0
3036,-2792.0,970.0,37.0,45.0
3037,-2990.0,1007.0,37.0,46.0
3038,-2957.0,1034.0,37.0,44.0
3039,-2978.0,1002.0,38.0,45.0
