id,Potencia,Radiacion,Temperatura,Temperatura panel
95944,-1041.0,418.0,14.0,18.0
95945,-735.0,351.0,14.0,19.0
95946,-650.0,234.0,13.0,18.0
95947,-758.0,228.0,13.0,17.0
95948,-1222.0,350.0,14.0,18.0
95949,-1498.0,470.0,15.0,20.0
95950,-1400.0,550.0,16.0,23.0
95951,-1002.0,634.0,18.0,25.0
95952,-2448.0,811.0,19.0,26.0
95953,-1699.0,586.0,18.0,28.0
95954,-1781.0,670.0,19.0,26.0
95955,-2594.0,635.0,19.0,26.0
95956,-1921.0,727.0,19.0,28.0
95957,-2770.0,746.0,21.0,28.0
95958,-2596.0,816.0,21.0,30.0
95959,-2439.0,729.0,20.0,30.0
95960,-3014.0,875.0,22.0,29.0
95961,-2461.0,879.0,24.0,33.0
95962,-2415.0,910.0,26.0,34.0
95963,-2242.0,849.0,28.0,36.0
95964,-2167.0,625.0,22.0,31.0
95965,-2035.0,722.0,23.0,30.0
95966,-1928.0,671.0,23.0,31.0
95967,-2722.0,823.0,22.0,29.0
95968,-2769.0,900.0,21.0,28.0
95969,-2771.0,906.0,22.0,31.0
95970,-2729.0,895.0,21.0,29.0
95971,-2738.0,885.0,25.0,32.0
95972,-2722.0,870.0,27.0,36.0
95973,-2665.0,861.0,24.0,35.0
95974,-2628.0,846.0,26.0,35.0
95975,-2538.0,819.0,26.0,35.0
95976,-2350.0,775.0,26.0,36.0
95977,-1965.0,669.0,25.0,33.0
95978,-1266.0,477.0,21.0,29.0
95979,-1100.0,360.0,20.0,23.0
95980,-663.0,290.0,19.0,22.0
95981,-172.0,150.0,18.0,19.0
95982,-46.0,26.0,15.0,15.0
95983,-17.0,11.0,13.0,13.0
95984,9.0,0.0,12.0,11.0
95985,8.0,-3.0,11.0,10.0
95986,8.0,-4.0,10.0,9.0
95987,8.0,-3.0,10.0,9.0
95988,8.0,-2.0,10.0,9.0
95989,8.0,-2.0,10.0,9.0
95990,8.0,-2.0,10.0,9.0
95991,8.0,-3.0,10.0,10.0
95992,8.0,-3.0,10.0,9.0
95993,9.0,-3.0,10.0,9.0
95994,9.0,-3.0,10.0,9.0
95995,9.0,-4.0,9.0,9.0
95996,9.0,-4.0,9.0,9.0
95997,9.0,-4.0,9.0,8.0
95998,9.0,-4.0,8.0,8.0
95999,9.0,-4.0,8.0,7.0
96000,9.0,-3.0,8.0,7.0
96001,9.0,-3.0,8.0,7.0
96002,9.0,-2.0,8.0,7.0
96003,9.0,-3.0,8.0,8.0
96004,9.0,-3.0,8.0,7.0
96005,9.0,-3.0,8.0,7.0
96006,9.0,-3.0,8.0,7.0
96007,9.0,-3.0,7.0,7.0
96008,9.0,-3.0,8.0,7.0
96009,9.0,-3.0,8.0,7.0
96010,9.0,-3.0,8.0,7.0
96011,9.0,-3.0,8.0,7.0
96012,9.0,-2.0,8.0,7.0
96013,9.0,-2.0,8.0,8.0
96014,9.0,-1.0,8.0,8.0
96015,9.0,0.0,9.0,9.0
96016,9.0,-1.0,9.0,9.0
96017,9.0,0.0,9.0,9.0
96018,9.0,-1.0,9.0,9.0
96019,9.0,-1.0,10.0,9.0
96020,9.0,-2.0,10.0,9.0
96021,9.0,-2.0,10.0,9.0
96022,9.0,-3.0,9.0,9.0
96023,9.0,-3.0,9.0,9.0
96024,9.0,-2.0,9.0,9.0
96025,9.0,-2.0,9.0,9.0
96026,9.0,-2.0,9.0,9.0
96027,9.0,-2.0,9.0,9.0
96028,8.0,-2.0,9.0,8.0
96029,9.0,-2.0,8.0,8.0
96030,8.0,-1.0,8.0,8.0
96031,-4.0,2.0,8.0,8.0
96032,-34.0,10.0,8.0,8.0
96033,-67.0,20.0,8.0,8.0
96034,-117.0,33.0,8.0,8.0
96035,-139.0,44.0,8.0,8.0
96036,-189.0,55.0,8.0,8.0
96037,-251.0,74.0,9.0,8.0
96038,-244.0,79.0,9.0,9.0
96039,-338.0,94.0,10.0,10.0
96040,-420.0,116.0,10.0,11.0
96041,-436.0,122.0,11.0,11.0
96042,-658.0,174.0,11.0,11.0
96043,-2115.0,453.0,15.0,15.0
96044,-935.0,722.0,17.0,20.0
96045,-2994.0,688.0,18.0,20.0
96046,-2915.0,960.0,20.0,24.0
96047,-2893.0,934.0,21.0,25.0
96048,-2848.0,925.0,22.0,26.0
96049,-2816.0,916.0,23.0,27.0
96050,-2796.0,906.0,24.0,28.0
96051,-2790.0,897.0,24.0,28.0
96052,-2769.0,893.0,23.0,28.0
96053,-2743.0,887.0,24.0,29.0
96054,-2730.0,881.0,25.0,29.0
96055,-2731.0,877.0,24.0,29.0
96056,-2730.0,878.0,25.0,30.0
96057,-2715.0,878.0,24.0,31.0
96058,-2700.0,875.0,26.0,31.0
96059,-2703.0,874.0,26.0,32.0
96060,-2706.0,872.0,27.0,34.0
96061,-2716.0,874.0,27.0,35.0
96062,-2738.0,878.0,27.0,34.0
96063,-2744.0,881.0,27.0,34.0
96064,-2755.0,881.0,28.0,35.0
96065,-2770.0,884.0,28.0,35.0
96066,-2761.0,884.0,28.0,36.0
96067,-2746.0,880.0,28.0,36.0
96068,-2725.0,873.0,28.0,36.0
96069,-2680.0,861.0,29.0,37.0
96070,-2613.0,841.0,28.0,37.0
96071,-2548.0,815.0,28.0,36.0
96072,-2366.0,777.0,26.0,35.0
96073,-1983.0,675.0,25.0,33.0
96074,-1544.0,551.0,24.0,30.0
96075,-1091.0,423.0,23.0,27.0
96076,-677.0,299.0,22.0,24.0
96077,-178.0,160.0,21.0,22.0
96078,-79.0,48.0,19.0,18.0
96079,-18.0,15.0,17.0,16.0
96080,9.0,-1.0,15.0,14.0
96081,8.0,-4.0,15.0,13.0
96082,9.0,-4.0,14.0,13.0
96083,8.0,-4.0,14.0,13.0
96084,8.0,-4.0,14.0,13.0
96085,8.0,-4.0,14.0,13.0
96086,8.0,-4.0,14.0,12.0
96087,8.0,-4.0,13.0,12.0
96088,8.0,-5.0,13.0,12.0
96089,8.0,-5.0,12.0,11.0
96090,8.0,-5.0,12.0,10.0
96091,8.0,-4.0,12.0,9.0
96092,8.0,-4.0,12.0,10.0
96093,8.0,-5.0,11.0,9.0
96094,9.0,-5.0,10.0,9.0
96095,9.0,-4.0,9.0,8.0
96096,9.0,-4.0,9.0,7.0
96097,8.0,-3.0,8.0,7.0
96098,9.0,-3.0,8.0,6.0
96099,9.0,-3.0,7.0,6.0
96100,9.0,-3.0,7.0,6.0
96101,9.0,-2.0,7.0,6.0
96102,9.0,-3.0,6.0,6.0
96103,8.0,-3.0,6.0,5.0
96104,9.0,-3.0,6.0,5.0
96105,9.0,-4.0,6.0,4.0
96106,9.0,-3.0,6.0,4.0
96107,9.0,-2.0,5.0,4.0
96108,9.0,-2.0,5.0,4.0
96109,9.0,-1.0,5.0,5.0
96110,9.0,-2.0,5.0,5.0
96111,9.0,-3.0,5.0,4.0
96112,9.0,-3.0,5.0,4.0
96113,9.0,-2.0,4.0,3.0
96114,9.0,-2.0,4.0,3.0
96115,9.0,-3.0,4.0,3.0
96116,9.0,-3.0,4.0,3.0
96117,9.0,-2.0,4.0,3.0
96118,9.0,-1.0,4.0,3.0
96119,9.0,-2.0,3.0,2.0
96120,9.0,-1.0,4.0,3.0
96121,9.0,-3.0,3.0,2.0
96122,8.0,-2.0,3.0,2.0
96123,8.0,-3.0,3.0,2.0
96124,8.0,-3.0,3.0,2.0
96125,8.0,-2.0,3.0,2.0
96126,-4.0,0.0,3.0,1.0
96127,-34.0,9.0,3.0,2.0
96128,-95.0,24.0,3.0,2.0
96129,-382.0,81.0,6.0,4.0
96130,-756.0,216.0,9.0,7.0
96131,-1223.0,335.0,10.0,11.0
96132,-1678.0,470.0,12.0,14.0
96133,-2103.0,595.0,14.0,19.0
96134,-2466.0,740.0,18.0,24.0
96135,-2634.0,839.0,18.0,28.0
96136,-2737.0,884.0,19.0,28.0
96137,-2792.0,917.0,21.0,27.0
96138,-2827.0,932.0,22.0,28.0
96139,-2849.0,940.0,22.0,30.0
96140,-2822.0,941.0,24.0,31.0
96141,-2798.0,942.0,23.0,32.0
96142,-2806.0,936.0,25.0,33.0
96143,-2770.0,930.0,26.0,34.0
96144,-2749.0,921.0,27.0,35.0
96145,-2730.0,914.0,26.0,35.0
96146,-2717.0,908.0,28.0,35.0
96147,-2705.0,903.0,28.0,36.0
96148,-2687.0,898.0,28.0,36.0
96149,-2679.0,893.0,28.0,36.0
96150,-2673.0,886.0,29.0,36.0
96151,-2667.0,881.0,30.0,36.0
96152,-2662.0,878.0,31.0,36.0
96153,-2678.0,877.0,31.0,36.0
96154,-2675.0,878.0,31.0,36.0
96155,-2678.0,877.0,32.0,38.0
96156,-2687.0,878.0,32.0,39.0
96157,-2689.0,882.0,33.0,40.0
96158,-2692.0,881.0,34.0,40.0
96159,-2689.0,882.0,34.0,41.0
96160,-2706.0,881.0,34.0,41.0
96161,-2682.0,883.0,34.0,42.0
96162,-2692.0,883.0,33.0,42.0
96163,-2687.0,885.0,32.0,42.0
96164,-2672.0,879.0,34.0,42.0
96165,-2594.0,863.0,33.0,42.0
96166,-2542.0,841.0,33.0,42.0
96167,-2467.0,808.0,32.0,42.0
96168,-2289.0,772.0,32.0,40.0
96169,-1922.0,669.0,30.0,38.0
96170,-1531.0,550.0,29.0,36.0
96171,-1096.0,428.0,28.0,33.0
96172,-694.0,306.0,26.0,29.0
96173,-178.0,170.0,25.0,26.0
96174,-83.0,48.0,22.0,22.0
96175,-23.0,17.0,20.0,19.0
96176,7.0,0.0,18.0,17.0
96177,8.0,-4.0,17.0,16.0
96178,8.0,-5.0,17.0,16.0
96179,8.0,-5.0,16.0,15.0
96180,9.0,-5.0,15.0,14.0
96181,8.0,-5.0,14.0,13.0
96182,8.0,-5.0,13.0,13.0
96183,8.0,-5.0,13.0,12.0
96184,8.0,-5.0,12.0,11.0
96185,8.0,-4.0,12.0,11.0
96186,8.0,-4.0,12.0,11.0
96187,8.0,-4.0,11.0,10.0
96188,8.0,-4.0,11.0,9.0
96189,8.0,-3.0,10.0,9.0
96190,8.0,-4.0,9.0,8.0
96191,9.0,-3.0,9.0,7.0
96192,9.0,-3.0,8.0,7.0
96193,9.0,-3.0,8.0,7.0
96194,9.0,-3.0,9.0,7.0
96195,9.0,-3.0,9.0,8.0
96196,9.0,-4.0,8.0,7.0
96197,9.0,-4.0,8.0,6.0
96198,9.0,-3.0,7.0,6.0
96199,9.0,-3.0,7.0,6.0
96200,9.0,-3.0,8.0,6.0
96201,9.0,-3.0,7.0,6.0
96202,9.0,-3.0,7.0,6.0
96203,9.0,-2.0,8.0,6.0
96204,9.0,-3.0,8.0,7.0
96205,9.0,-3.0,9.0,7.0
96206,9.0,-4.0,9.0,8.0
96207,9.0,-4.0,9.0,8.0
96208,9.0,-4.0,8.0,7.0
96209,9.0,-4.0,8.0,7.0
96210,9.0,-4.0,8.0,7.0
96211,9.0,-4.0,8.0,7.0
96212,9.0,-4.0,8.0,7.0
96213,9.0,-4.0,7.0,6.0
96214,9.0,-5.0,6.0,5.0
96215,9.0,-4.0,6.0,5.0
96216,9.0,-3.0,6.0,4.0
96217,9.0,-1.0,6.0,4.0
96218,9.0,-2.0,6.0,5.0
96219,8.0,-1.0,7.0,6.0
96220,9.0,0.0,8.0,7.0
96221,8.0,0.0,8.0,8.0
96222,7.0,0.0,8.0,8.0
96223,-17.0,5.0,8.0,8.0
96224,-82.0,17.0,9.0,8.0
96225,-205.0,39.0,9.0,9.0
96226,-198.0,61.0,9.0,9.0
96227,-210.0,67.0,10.0,10.0
96228,-310.0,86.0,10.0,10.0
96229,-243.0,98.0,11.0,11.0
96230,-244.0,75.0,10.0,11.0
96231,-239.0,86.0,11.0,11.0
96232,-391.0,97.0,11.0,11.0
96233,-310.0,111.0,10.0,12.0
96234,-346.0,108.0,11.0,12.0
96235,-350.0,116.0,11.0,12.0
96236,-428.0,130.0,11.0,12.0
96237,-509.0,139.0,11.0,13.0
96238,-625.0,177.0,12.0,13.0
96239,-646.0,198.0,12.0,14.0
96240,-813.0,212.0,12.0,15.0
96241,-767.0,248.0,13.0,16.0
96242,-794.0,232.0,12.0,16.0
96243,-872.0,231.0,13.0,15.0
96244,-1139.0,277.0,14.0,16.0
96245,-1290.0,366.0,15.0,18.0
96246,-1387.0,403.0,16.0,20.0
96247,-1112.0,373.0,17.0,21.0
96248,-983.0,291.0,17.0,21.0
96249,-1050.0,302.0,17.0,19.0
96250,-1278.0,345.0,18.0,20.0
96251,-1559.0,453.0,19.0,22.0
96252,-1988.0,640.0,20.0,24.0
96253,-2932.0,852.0,25.0,30.0
96254,-2856.0,966.0,23.0,35.0
96255,-1292.0,822.0,23.0,33.0
96256,-2731.0,723.0,22.0,28.0
96257,-2750.0,897.0,22.0,31.0
96258,-2722.0,888.0,24.0,31.0
96259,-2640.0,883.0,22.0,30.0
96260,-2486.0,803.0,22.0,30.0
96261,-2642.0,846.0,20.0,29.0
96262,-2560.0,851.0,21.0,30.0
96263,-2529.0,838.0,21.0,32.0
96264,-1988.0,731.0,20.0,30.0
96265,-1579.0,644.0,20.0,28.0
96266,-764.0,341.0,19.0,26.0
96267,-514.0,181.0,17.0,21.0
96268,-190.0,103.0,17.0,18.0
96269,-113.0,48.0,16.0,16.0
96270,-123.0,36.0,15.0,14.0
96271,-29.0,25.0,15.0,14.0
96272,8.0,1.0,14.0,13.0
96273,8.0,-3.0,13.0,12.0
96274,8.0,-5.0,12.0,11.0
96275,8.0,-3.0,12.0,10.0
96276,8.0,-2.0,12.0,11.0
96277,8.0,-1.0,13.0,12.0
96278,8.0,-2.0,13.0,12.0
96279,9.0,-3.0,12.0,11.0
96280,8.0,-2.0,12.0,11.0
96281,8.0,-3.0,11.0,11.0
96282,9.0,-5.0,10.0,10.0
96283,8.0,-3.0,10.0,9.0
96284,9.0,-1.0,10.0,10.0
96285,8.0,0.0,11.0,10.0
96286,9.0,0.0,11.0,10.0
96287,9.0,-1.0,11.0,10.0
96288,9.0,-1.0,11.0,10.0
96289,9.0,-1.0,10.0,10.0
96290,9.0,-2.0,10.0,10.0
96291,9.0,-4.0,9.0,9.0
96292,9.0,-3.0,9.0,8.0
96293,9.0,0.0,9.0,8.0
96294,9.0,0.0,9.0,9.0
96295,9.0,0.0,10.0,10.0
96296,9.0,0.0,10.0,10.0
96297,9.0,0.0,10.0,10.0
96298,9.0,0.0,10.0,10.0
96299,9.0,0.0,10.0,10.0
96300,9.0,-1.0,10.0,10.0
96301,9.0,0.0,10.0,10.0
96302,9.0,0.0,10.0,10.0
96303,9.0,0.0,10.0,10.0
96304,9.0,0.0,10.0,10.0
96305,9.0,0.0,10.0,10.0
96306,9.0,0.0,10.0,10.0
96307,9.0,0.0,10.0,10.0
96308,9.0,0.0,10.0,10.0
96309,9.0,0.0,10.0,10.0
96310,9.0,0.0,10.0,10.0
96311,9.0,0.0,10.0,10.0
96312,9.0,0.0,10.0,10.0
96313,9.0,0.0,10.0,10.0
96314,8.0,0.0,10.0,10.0
96315,8.0,0.0,10.0,10.0
96316,8.0,0.0,10.0,10.0
96317,9.0,0.0,10.0,10.0
96318,8.0,0.0,10.0,10.0
96319,-6.0,3.0,10.0,10.0
96320,-36.0,9.0,10.0,10.0
96321,-61.0,19.0,10.0,10.0
96322,-108.0,33.0,11.0,11.0
96323,-154.0,43.0,11.0,11.0
96324,-193.0,61.0,11.0,12.0
96325,-263.0,78.0,12.0,12.0
96326,-401.0,110.0,13.0,14.0
96327,-608.0,151.0,14.0,15.0
96328,-511.0,207.0,16.0,17.0
96329,-534.0,181.0,17.0,18.0
96330,-561.0,160.0,16.0,18.0
96331,-563.0,166.0,16.0,17.0
96332,-666.0,184.0,16.0,17.0
96333,-801.0,228.0,16.0,17.0
96334,-2082.0,293.0,17.0,18.0
96335,-1186.0,433.0,19.0,20.0
96336,-1417.0,377.0,19.0,21.0
96337,-838.0,251.0,16.0,19.0
96338,-1348.0,336.0,17.0,18.0
96339,-2475.0,667.0,21.0,22.0
96340,-1370.0,641.0,22.0,26.0
96341,-1476.0,533.0,20.0,23.0
96342,-2632.0,541.0,20.0,22.0
96343,-1625.0,583.0,21.0,25.0
96344,-1976.0,601.0,22.0,25.0
96345,-2960.0,696.0,24.0,26.0
96346,-2745.0,847.0,26.0,30.0
96347,-2533.0,881.0,27.0,31.0
96348,-2330.0,871.0,28.0,32.0
96349,-2755.0,769.0,27.0,30.0
96350,-2455.0,790.0,27.0,32.0
96351,-1764.0,668.0,27.0,31.0
96352,-2630.0,664.0,27.0,29.0
96353,-2822.0,863.0,29.0,31.0
96354,-2774.0,899.0,29.0,33.0
96355,-2578.0,888.0,30.0,35.0
96356,-2582.0,837.0,30.0,36.0
96357,-2020.0,774.0,28.0,35.0
96358,-1757.0,614.0,27.0,32.0
96359,-1582.0,619.0,26.0,31.0
96360,-1088.0,406.0,24.0,28.0
96361,-767.0,283.0,22.0,25.0
96362,-581.0,214.0,21.0,22.0
96363,-362.0,137.0,20.0,20.0
96364,-223.0,90.0,18.0,19.0
96365,-130.0,57.0,17.0,17.0
96366,-55.0,29.0,16.0,16.0
96367,-18.0,12.0,15.0,15.0
96368,10.0,1.0,14.0,14.0
96369,8.0,-2.0,14.0,13.0
96370,8.0,-2.0,13.0,13.0
96371,8.0,-2.0,13.0,12.0
96372,8.0,-2.0,13.0,12.0
96373,8.0,-3.0,12.0,12.0
96374,8.0,-2.0,12.0,11.0
96375,8.0,-2.0,12.0,11.0
96376,8.0,-2.0,11.0,10.0
96377,8.0,-2.0,11.0,10.0
96378,8.0,-2.0,11.0,10.0
96379,8.0,-3.0,10.0,10.0
96380,8.0,-4.0,10.0,9.0
96381,8.0,-4.0,10.0,9.0
96382,9.0,-4.0,9.0,8.0
96383,9.0,-4.0,8.0,7.0
96384,9.0,-3.0,8.0,7.0
96385,9.0,-3.0,8.0,7.0
96386,9.0,-3.0,7.0,7.0
96387,9.0,-3.0,7.0,6.0
96388,9.0,-3.0,6.0,6.0
96389,9.0,-2.0,7.0,6.0
96390,9.0,-3.0,7.0,6.0
96391,9.0,-2.0,6.0,6.0
96392,9.0,-2.0,6.0,6.0
96393,9.0,-1.0,7.0,6.0
96394,9.0,-1.0,8.0,7.0
96395,9.0,-1.0,9.0,8.0
96396,9.0,-2.0,9.0,8.0
96397,9.0,-2.0,9.0,8.0
96398,9.0,-2.0,9.0,8.0
96399,9.0,-2.0,9.0,8.0
96400,9.0,-2.0,8.0,8.0
96401,9.0,-3.0,8.0,8.0
96402,9.0,-2.0,8.0,7.0
96403,9.0,-2.0,8.0,7.0
96404,9.0,-2.0,8.0,7.0
96405,9.0,-3.0,8.0,8.0
96406,9.0,-3.0,8.0,7.0
96407,9.0,-3.0,8.0,7.0
96408,9.0,-3.0,8.0,7.0
96409,9.0,-3.0,8.0,7.0
96410,9.0,-3.0,8.0,7.0
96411,9.0,-2.0,7.0,7.0
96412,9.0,-2.0,7.0,7.0
96413,8.0,-2.0,7.0,7.0
96414,1.0,0.0,7.0,6.0
96415,-69.0,11.0,7.0,6.0
96416,-142.0,36.0,7.0,6.0
96417,-628.0,128.0,9.0,7.0
96418,-617.0,268.0,12.0,11.0
96419,-1455.0,295.0,13.0,12.0
96420,-611.0,300.0,13.0,14.0
96421,-654.0,209.0,13.0,12.0
96422,-1096.0,317.0,15.0,15.0
96423,-984.0,293.0,15.0,18.0
96424,-2626.0,579.0,17.0,20.0
96425,-2427.0,774.0,22.0,26.0
96426,-1942.0,708.0,24.0,28.0
96427,-1394.0,539.0,24.0,28.0
96428,-1444.0,414.0,22.0,25.0
96429,-1200.0,479.0,18.0,24.0
96430,-1099.0,340.0,17.0,22.0
96431,-1111.0,429.0,18.0,22.0
96432,-1856.0,537.0,21.0,25.0
96433,-3032.0,887.0,26.0,31.0
96434,-2992.0,1033.0,26.0,37.0
96435,-1931.0,986.0,23.0,36.0
96436,-1641.0,468.0,23.0,31.0
96437,-1911.0,575.0,24.0,29.0
96438,-1848.0,595.0,21.0,28.0
96439,-2400.0,701.0,25.0,29.0
96440,-2096.0,701.0,24.0,31.0
96441,-2192.0,670.0,25.0,31.0
96442,-2854.0,877.0,26.0,32.0
96443,-2724.0,934.0,31.0,39.0
96444,-2710.0,905.0,27.0,38.0
96445,-2720.0,905.0,31.0,37.0
96446,-2718.0,899.0,28.0,37.0
96447,-2715.0,896.0,25.0,35.0
96448,-2716.0,909.0,29.0,36.0
96449,-2728.0,903.0,31.0,40.0
96450,-2743.0,900.0,33.0,41.0
96451,-2724.0,893.0,34.0,41.0
96452,-2709.0,890.0,34.0,41.0
96453,-2654.0,882.0,31.0,42.0
96454,-2616.0,866.0,32.0,41.0
96455,-2541.0,846.0,31.0,40.0
96456,-2404.0,806.0,31.0,41.0
96457,-2049.0,715.0,30.0,40.0
96458,-1625.0,587.0,30.0,37.0
96459,-1202.0,458.0,28.0,32.0
96460,-769.0,334.0,25.0,27.0
96461,-205.0,204.0,24.0,24.0
96462,-101.0,54.0,22.0,21.0
96463,-28.0,16.0,20.0,18.0
96464,7.0,-1.0,17.0,16.0
96465,8.0,-7.0,15.0,14.0
96466,8.0,-7.0,13.0,12.0
96467,8.0,-5.0,12.0,11.0
96468,8.0,-4.0,11.0,10.0
96469,8.0,-4.0,11.0,9.0
96470,8.0,-3.0,13.0,11.0
96471,8.0,-4.0,13.0,12.0
96472,8.0,-5.0,13.0,11.0
96473,8.0,-5.0,12.0,10.0
96474,8.0,-5.0,10.0,9.0
96475,8.0,-3.0,9.0,8.0
96476,9.0,-2.0,9.0,8.0
96477,8.0,-3.0,9.0,8.0
96478,8.0,-2.0,8.0,7.0
96479,9.0,-1.0,8.0,7.0
96480,8.0,-3.0,8.0,6.0
96481,9.0,-3.0,7.0,6.0
96482,9.0,-2.0,7.0,6.0
96483,9.0,-2.0,7.0,6.0
96484,9.0,-3.0,7.0,6.0
96485,9.0,-4.0,6.0,5.0
96486,9.0,-2.0,6.0,5.0
96487,9.0,-4.0,6.0,4.0
96488,9.0,-3.0,5.0,4.0
96489,9.0,-2.0,5.0,4.0
96490,9.0,-3.0,5.0,4.0
96491,9.0,-2.0,4.0,3.0
96492,9.0,-2.0,4.0,3.0
96493,9.0,-1.0,4.0,3.0
96494,9.0,-2.0,4.0,3.0
96495,9.0,-2.0,4.0,3.0
96496,9.0,-2.0,3.0,3.0
96497,9.0,-1.0,3.0,3.0
96498,9.0,-1.0,3.0,2.0
96499,9.0,-2.0,3.0,2.0
96500,9.0,-1.0,3.0,2.0
96501,9.0,-2.0,3.0,2.0
96502,9.0,-2.0,3.0,2.0
96503,9.0,-2.0,3.0,2.0
96504,9.0,-2.0,3.0,2.0
96505,9.0,-2.0,3.0,2.0
96506,9.0,-1.0,3.0,2.0
96507,9.0,-2.0,2.0,2.0
96508,9.0,-2.0,2.0,1.0
96509,7.0,-1.0,2.0,1.0
96510,-6.0,2.0,3.0,2.0
96511,-66.0,14.0,3.0,2.0
96512,-142.0,38.0,4.0,3.0
96513,-347.0,64.0,5.0,4.0
96514,-674.0,139.0,6.0,5.0
96515,-1422.0,273.0,8.0,9.0
96516,-1492.0,395.0,11.0,11.0
96517,-2216.0,651.0,14.0,16.0
96518,-2598.0,813.0,16.0,21.0
96519,-2681.0,878.0,19.0,25.0
96520,-2344.0,911.0,22.0,28.0
96521,-2236.0,849.0,24.0,29.0
96522,-1211.0,691.0,21.0,29.0
96523,-864.0,580.0,21.0,27.0
96524,-2892.0,826.0,23.0,27.0
96525,-2733.0,961.0,25.0,33.0
96526,-2864.0,875.0,23.0,33.0
96527,-2800.0,919.0,27.0,34.0
96528,-2730.0,930.0,24.0,35.0
96529,-2685.0,916.0,24.0,34.0
96530,-2738.0,914.0,25.0,34.0
96531,-2727.0,908.0,27.0,35.0
96532,-2694.0,912.0,26.0,35.0
96533,-2699.0,908.0,24.0,35.0
96534,-2681.0,904.0,28.0,35.0
96535,-2672.0,895.0,30.0,37.0
96536,-2680.0,894.0,32.0,38.0
96537,-2654.0,873.0,32.0,39.0
96538,-2639.0,889.0,31.0,40.0
96539,-2626.0,888.0,32.0,41.0
96540,-2668.0,887.0,31.0,41.0
96541,-2706.0,909.0,29.0,38.0
96542,-2692.0,903.0,31.0,38.0
96543,-2717.0,897.0,35.0,42.0
96544,-2729.0,898.0,35.0,43.0
96545,-2628.0,896.0,30.0,40.0
96546,-2726.0,918.0,31.0,39.0
96547,-2658.0,909.0,33.0,43.0
96548,-2616.0,889.0,32.0,42.0
96549,-2611.0,882.0,33.0,43.0
96550,-2608.0,880.0,32.0,42.0
96551,-2635.0,866.0,25.0,36.0
96552,-2509.0,840.0,23.0,29.0
96553,-2156.0,743.0,21.0,26.0
96554,-1717.0,616.0,20.0,24.0
96555,-1194.0,478.0,19.0,23.0
96556,-741.0,326.0,18.0,21.0
96557,-94.0,136.0,17.0,18.0
96558,-43.0,24.0,15.0,15.0
96559,-13.0,9.0,14.0,13.0
96560,9.0,0.0,13.0,12.0
96561,8.0,-4.0,13.0,12.0
96562,9.0,-5.0,12.0,11.0
96563,8.0,-5.0,11.0,10.0
96564,8.0,-5.0,10.0,9.0
96565,8.0,-5.0,9.0,9.0
96566,8.0,-5.0,9.0,7.0
96567,8.0,-5.0,8.0,7.0
96568,8.0,-4.0,8.0,6.0
96569,8.0,-3.0,8.0,7.0
96570,8.0,-4.0,8.0,8.0
96571,8.0,-4.0,8.0,7.0
96572,8.0,-5.0,8.0,7.0
96573,8.0,-4.0,7.0,6.0
96574,9.0,-3.0,7.0,7.0
96575,8.0,-4.0,7.0,6.0
96576,9.0,-2.0,7.0,6.0
96577,9.0,-2.0,7.0,6.0
96578,9.0,-4.0,6.0,6.0
96579,9.0,-3.0,6.0,5.0
96580,9.0,-3.0,6.0,5.0
96581,9.0,-2.0,6.0,5.0
96582,9.0,-2.0,6.0,5.0
96583,9.0,-2.0,7.0,6.0
96584,9.0,-2.0,7.0,6.0
96585,9.0,-2.0,6.0,6.0
96586,9.0,-3.0,6.0,6.0
96587,9.0,-4.0,5.0,5.0
96588,9.0,-3.0,5.0,4.0
96589,9.0,-3.0,5.0,4.0
96590,9.0,-3.0,5.0,4.0
96591,9.0,-3.0,5.0,3.0
96592,9.0,-2.0,5.0,3.0
96593,9.0,-2.0,5.0,4.0
96594,9.0,-2.0,4.0,4.0
96595,9.0,-1.0,5.0,4.0
96596,9.0,-1.0,5.0,4.0
96597,9.0,-2.0,5.0,4.0
96598,9.0,-1.0,5.0,4.0
96599,9.0,-2.0,5.0,4.0
96600,9.0,-2.0,5.0,4.0
96601,8.0,-2.0,6.0,5.0
96602,8.0,-2.0,6.0,5.0
96603,8.0,-3.0,6.0,5.0
96604,9.0,-3.0,5.0,5.0
96605,9.0,-1.0,6.0,5.0
96606,-8.0,1.0,5.0,5.0
96607,-45.0,15.0,6.0,5.0
96608,-104.0,29.0,6.0,6.0
96609,-80.0,33.0,7.0,6.0
96610,-142.0,36.0,7.0,7.0
96611,-264.0,67.0,8.0,8.0
96612,-239.0,70.0,8.0,8.0
96613,-313.0,91.0,9.0,9.0
96614,-292.0,89.0,9.0,10.0
96615,-404.0,111.0,10.0,11.0
96616,-443.0,138.0,10.0,12.0
96617,-305.0,116.0,10.0,12.0
96618,-603.0,126.0,11.0,12.0
96619,-806.0,225.0,12.0,14.0
96620,-836.0,248.0,12.0,15.0
96621,-944.0,276.0,12.0,16.0
96622,-994.0,283.0,12.0,16.0
96623,-590.0,266.0,12.0,17.0
96624,-537.0,162.0,12.0,14.0
96625,-580.0,135.0,11.0,13.0
96626,-508.0,150.0,11.0,13.0
96627,-515.0,148.0,12.0,13.0
96628,-694.0,155.0,12.0,14.0
96629,-1307.0,288.0,13.0,14.0
96630,-1154.0,376.0,13.0,15.0
96631,-774.0,325.0,13.0,15.0
